UF;Código Municípios ;Cod Munic;Município;Código IBGE;Portaria;Cod Cultura;cultura Código;Cultura;Ciclo;Cod Solo;Solo;URL;CAD;02/01/2019;12/01/2019;22/01/2019;02/02/2019;12/02/2019;22/02/2019;02/03/2019;12/03/2019;22/03/2019;02/04/2019;12/04/2019;22/04/2019;02/05/2019;12/05/2019;22/05/2019;02/06/2019;12/06/2019;22/06/2019;02/07/2019;12/07/2019;22/07/2019;02/08/2019;12/08/2019;22/08/2019;02/09/2019;12/09/2019;22/09/2019;02/10/2019;12/10/2019;22/10/2019;02/11/2019;12/11/2019;22/11/2019;02/12/2019;12/12/2019;22/12/2019
RS;5559130830328000001;1566;SANTANA DO LIVRAMENTO;4317103;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2018/getCadFinal.json;60;40;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;5559130830328000001;1566;SANTANA DO LIVRAMENTO;4317103;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2018/getCadFinal.json;"76,8";30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;40;40
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2016/getCadFinal.json;"43,2";40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;30;40;40;40;40;40;40;30;30;30;30;30
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2016/getCadFinal.json;60;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;30;30;30;30;30;30;20;20;20;20
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2016/getCadFinal.json;"76,8";20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;20;20;20;20;20;20;20;20;20
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2017/getCadFinal.json;"43,2";40;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;40;40;40;40;40;40;30;30;30;30;40;40
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2017/getCadFinal.json;60;30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;30;30;30;30;30;30;30;20;20;20;30;30
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2017/getCadFinal.json;"76,8";20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;20;20;20;20;20;20;20;20;20
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2018/getCadFinal.json;"43,2";30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;40;40;40;30;30;30;30;40;40;40
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2018/getCadFinal.json;60;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;30;30;30;20;20;20;20;30;30;30
RS;#N/A;1607;SANANDUVA;4316600;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2018/getCadFinal.json;"76,8";20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;20;20;20;20;20;20;20;20;20
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2016/getCadFinal.json;"43,2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2016/getCadFinal.json;60;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;40;0;0;0;0;0;0;0;0;40;40;40
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2016/getCadFinal.json;"76,8";30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;30;40;0;0;0;0;0;40;30;30;30
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2017/getCadFinal.json;"43,2";0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2017/getCadFinal.json;60;0;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;40;0;0;0;0;0;0;0;0;40;40;0;0
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2017/getCadFinal.json;"76,8";30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;30;40;0;0;0;0;0;0;40;30;30;30;30
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2018/getCadFinal.json;"43,2";40;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2018/getCadFinal.json;60;30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;40
RS;5601128640083100001;1683;SÃO BORJA;4318002;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2018/getCadFinal.json;"76,8";20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;40;0;0;0;0;0;40;40;30;40;40;40;30
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2016/getCadFinal.json;"43,2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;0;0;0;0;0;0;40;40;30;30;40
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2016/getCadFinal.json;60;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;30;40;40;40;40;40;30;30;20;20;30
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2016/getCadFinal.json;"76,8";20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;30;30;30;30;30;30;20;20;20;20
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2017/getCadFinal.json;"43,2";0;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;40;40;40;0;0
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2017/getCadFinal.json;60;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;40;40;40;40;40;40;30;30;20;30;30;30
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2017/getCadFinal.json;"76,8";30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;30;30;30;30;30;20;20;20;20;20;30
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2018/getCadFinal.json;"43,2";40;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2018/getCadFinal.json;60;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;40;40;30;30;30;30;30;40;40;40
RS;#N/A;1834;TAPERA;4321006;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2018/getCadFinal.json;"76,8";30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;30;30;30;20;20;20;20;30;30;30
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2016/getCadFinal.json;"43,2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2016/getCadFinal.json;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;40;40;40;0;0;0;0;0;0;0;40;40;40;40
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2016/getCadFinal.json;"76,8";40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;30;30;30;30;40;40;40;40;40;40;40;30;30;30
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2017/getCadFinal.json;"43,2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2017/getCadFinal.json;60;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;40;40;40;0;0
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2017/getCadFinal.json;"76,8";40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;40;40;0;0;0;40;40;40;30;30;40;40
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2018/getCadFinal.json;"43,2";0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2018/getCadFinal.json;60;0;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;40;40;40;40;0;0;0
RS;#N/A;2101;CANOAS;4304606;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2018/getCadFinal.json;"76,8";40;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;40;40;40;40;40;40;40;40;40;40;40;40;40;40
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2016/getCadFinal.json;"43,2";40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;40;40;0;0;0;0;0;40;40;30;30;40
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2016/getCadFinal.json;60;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;30;30;40;40;40;40;40;30;30;20;20;30
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2016/getCadFinal.json;"76,8";30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;20;30;30;30;30;30;20;20;20;20
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2017/getCadFinal.json;"43,2";40;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;0;0;0;0;0;0;40;30;30;40;40;40
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2017/getCadFinal.json;60;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;30;40;40;40;40;30;30;30;20;20;30;30
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2017/getCadFinal.json;"76,8";20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;30;30;30;30;30;20;20;20;20;20;20
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2018/getCadFinal.json;"43,2";40;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;30;30;30;40;40;40;40
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2018/getCadFinal.json;60;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;40;40;40;30;30;30;20;30;30;30;30;30
RS;#N/A;2613;VERANÓPOLIS;4322806;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2018/getCadFinal.json;"76,8";20;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;30;30;30;30;30;30;20;20;20;20;30;30;30
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2016/getCadFinal.json;"43,2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;30;40;0;0;0;0;0;0;0;0;0;40;40;0
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2016/getCadFinal.json;60;40;40;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;30;40;40;40;40;40;40;40;40;30;30;30
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2016;Milho;Grupo I;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2016/getCadFinal.json;"76,8";30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;20;30;30;30;30;30;30;30;20;20;20
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2017/getCadFinal.json;"43,2";0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;40;0;0;0
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2017/getCadFinal.json;60;40;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;30;40;40;40;40;40;40;40;30;30;30;40;40
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2017;Milho;Grupo II;3;ARGILOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/3/2017/getCadFinal.json;"76,8";30;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;20;20;30;30;30;30;30;30;30;20;20;30;30
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;1;ARENOSO;http://sisdagro.inmet.gov.br/sisdagro/app/solo/1/2018/getCadFinal.json;"43,2";0;40;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RS;#N/A;3227;PLANALTO;4314704;port.59_12-07-2019;"1,20151E+13";2018;Milho;Grupo III;2;TEXTURA MÉDIA;http://sisdagro.inmet.gov.br/sisdagro/app/solo/2/2018/getCadFinal.json;60;30;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;40;40;40;40;40;40;30;30;30;40;40;40;40
