Município,UF,SoloId,Cultura,Ciclo,cad,2/1/2019
Sobradinho,RS,3,Milho,Grupo II,76.8,33.19
Sobradinho,RS,1,Milho,Grupo III,43.2,47.29
Sobradinho,RS,2,Milho,Grupo III,60.0,41.67
Sobradinho,RS,3,Milho,Grupo III,76.8,37.34
Triunfo,RS,1,Milho,Grupo I,43.2,
Triunfo,RS,2,Milho,Grupo I,60.0,
Triunfo,RS,3,Milho,Grupo I,76.8,53.92
Triunfo,RS,1,Milho,Grupo II,43.2,
Triunfo,RS,2,Milho,Grupo II,60.0,
Triunfo,RS,3,Milho,Grupo II,76.8,51.99
Triunfo,RS,1,Milho,Grupo III,43.2,
Triunfo,RS,2,Milho,Grupo III,60.0,63.06
Triunfo,RS,3,Milho,Grupo III,76.8,58.93
Santa Cruz Do Sul,RS,1,Milho,Grupo I,43.2,
Santa Cruz Do Sul,RS,2,Milho,Grupo I,60.0,58.64
Santa Cruz Do Sul,RS,3,Milho,Grupo I,76.8,55.45
Santa Cruz Do Sul,RS,1,Milho,Grupo II,43.2,
Santa Cruz Do Sul,RS,2,Milho,Grupo II,60.0,54.71
Santa Cruz Do Sul,RS,3,Milho,Grupo II,76.8,51.55
Santa Cruz Do Sul,RS,1,Milho,Grupo III,43.2,63.76
Santa Cruz Do Sul,RS,2,Milho,Grupo III,60.0,59.12
Santa Cruz Do Sul,RS,3,Milho,Grupo III,76.8,55.71
São José Do Ouro,RS,1,Milho,Grupo I,43.2,45.75
São José Do Ouro,RS,2,Milho,Grupo I,60.0,39.69
São José Do Ouro,RS,3,Milho,Grupo I,76.8,35.24
São José Do Ouro,RS,1,Milho,Grupo II,43.2,42.36
São José Do Ouro,RS,2,Milho,Grupo II,60.0,36.19
São José Do Ouro,RS,3,Milho,Grupo II,76.8,31.73
São José Do Ouro,RS,1,Milho,Grupo III,43.2,46.85
São José Do Ouro,RS,2,Milho,Grupo III,60.0,40.13
São José Do Ouro,RS,3,Milho,Grupo III,76.8,35.27
Santo Cristo,RS,1,Milho,Grupo I,43.2,
Santo Cristo,RS,2,Milho,Grupo I,60.0,
Santo Cristo,RS,3,Milho,Grupo I,76.8,28.62
Santo Cristo,RS,1,Milho,Grupo II,43.2,
Santo Cristo,RS,2,Milho,Grupo II,60.0,
Santo Cristo,RS,3,Milho,Grupo II,76.8,29.09
Santo Cristo,RS,1,Milho,Grupo III,43.2,
Santo Cristo,RS,2,Milho,Grupo III,60.0,43.18
Santo Cristo,RS,3,Milho,Grupo III,76.8,38.21
Santo Antônio Das Missões,RS,1,Milho,Grupo I,43.2,
Santo Antônio Das Missões,RS,2,Milho,Grupo I,60.0,50.39
Santo Antônio Das Missões,RS,3,Milho,Grupo I,76.8,45.74
Santo Antônio Das Missões,RS,1,Milho,Grupo II,43.2,
Santo Antônio Das Missões,RS,2,Milho,Grupo II,60.0,
Santo Antônio Das Missões,RS,3,Milho,Grupo II,76.8,42.89
Santo Antônio Das Missões,RS,1,Milho,Grupo III,43.2,60.76
Santo Antônio Das Missões,RS,2,Milho,Grupo III,60.0,53.74
Santo Antônio Das Missões,RS,3,Milho,Grupo III,76.8,48.32
São Sebastião Do Caí,RS,1,Milho,Grupo I,43.2,
São Sebastião Do Caí,RS,2,Milho,Grupo I,60.0,57.43
São Sebastião Do Caí,RS,3,Milho,Grupo I,76.8,53.92
São Sebastião Do Caí,RS,1,Milho,Grupo II,43.2,
São Sebastião Do Caí,RS,2,Milho,Grupo II,60.0,55.83
São Sebastião Do Caí,RS,3,Milho,Grupo II,76.8,51.99
São Sebastião Do Caí,RS,1,Milho,Grupo III,43.2,
São Sebastião Do Caí,RS,2,Milho,Grupo III,60.0,63.06
São Sebastião Do Caí,RS,3,Milho,Grupo III,76.8,58.93
Pedro Osório,RS,1,Milho,Grupo I,43.2,77.08
Pedro Osório,RS,2,Milho,Grupo I,60.0,73.51
Pedro Osório,RS,3,Milho,Grupo I,76.8,69.6
Pedro Osório,RS,1,Milho,Grupo II,43.2,78.21
Pedro Osório,RS,2,Milho,Grupo II,60.0,75.12
Pedro Osório,RS,3,Milho,Grupo II,76.8,71.55
Pedro Osório,RS,1,Milho,Grupo III,43.2,84.51
Pedro Osório,RS,2,Milho,Grupo III,60.0,82.26
Pedro Osório,RS,3,Milho,Grupo III,76.8,79.45
Pelotas,RS,1,Milho,Grupo I,43.2,
Pelotas,RS,2,Milho,Grupo I,60.0,73.51
Pelotas,RS,3,Milho,Grupo I,76.8,69.6
Pelotas,RS,1,Milho,Grupo II,43.2,
Pelotas,RS,2,Milho,Grupo II,60.0,75.12
Pelotas,RS,3,Milho,Grupo II,76.8,71.55
Pelotas,RS,1,Milho,Grupo III,43.2,84.51
Pelotas,RS,2,Milho,Grupo III,60.0,82.26
Pelotas,RS,3,Milho,Grupo III,76.8,79.45
Torres,RS,1,Milho,Grupo I,43.2,32.81
Torres,RS,2,Milho,Grupo I,60.0,26.82
Torres,RS,3,Milho,Grupo I,76.8,22.41
Torres,RS,1,Milho,Grupo II,43.2,30.77
Torres,RS,2,Milho,Grupo II,60.0,24.78
Torres,RS,3,Milho,Grupo II,76.8,20.59
Torres,RS,1,Milho,Grupo III,43.2,34.57
Torres,RS,2,Milho,Grupo III,60.0,27.98
Torres,RS,3,Milho,Grupo III,76.8,23.39
Tupanciretã,RS,1,Milho,Grupo I,43.2,
Tupanciretã,RS,2,Milho,Grupo I,60.0,49.43
Tupanciretã,RS,3,Milho,Grupo I,76.8,45.99
Tupanciretã,RS,1,Milho,Grupo II,43.2,
Tupanciretã,RS,2,Milho,Grupo II,60.0,44.83
Tupanciretã,RS,3,Milho,Grupo II,76.8,41.13
Tupanciretã,RS,1,Milho,Grupo III,43.2,56.52
Tupanciretã,RS,2,Milho,Grupo III,60.0,49.49
Tupanciretã,RS,3,Milho,Grupo III,76.8,45.3
Machadinho,RS,1,Milho,Grupo I,43.2,16.43
Machadinho,RS,2,Milho,Grupo I,60.0,12.61
Machadinho,RS,3,Milho,Grupo I,76.8,9.95
Machadinho,RS,1,Milho,Grupo II,43.2,14.73
Machadinho,RS,2,Milho,Grupo II,60.0,11.1
Machadinho,RS,3,Milho,Grupo II,76.8,8.56
Machadinho,RS,1,Milho,Grupo III,43.2,16.94
Machadinho,RS,2,Milho,Grupo III,60.0,12.77
Machadinho,RS,3,Milho,Grupo III,76.8,9.87
Lajeado,RS,1,Milho,Grupo I,43.2,
Lajeado,RS,2,Milho,Grupo I,60.0,44.86
Lajeado,RS,3,Milho,Grupo I,76.8,42.4
Lajeado,RS,1,Milho,Grupo II,43.2,
Lajeado,RS,2,Milho,Grupo II,60.0,41.93
Lajeado,RS,3,Milho,Grupo II,76.8,39.85
Lajeado,RS,1,Milho,Grupo III,43.2,51.6
Lajeado,RS,2,Milho,Grupo III,60.0,48.14
Lajeado,RS,3,Milho,Grupo III,76.8,46.19
Jaguari,RS,1,Milho,Grupo I,43.2,
Jaguari,RS,2,Milho,Grupo I,60.0,51.33
Jaguari,RS,3,Milho,Grupo I,76.8,46.98
Jaguari,RS,1,Milho,Grupo II,43.2,
Jaguari,RS,2,Milho,Grupo II,60.0,48.11
Jaguari,RS,3,Milho,Grupo II,76.8,43.41
Jaguari,RS,1,Milho,Grupo III,43.2,60.48
Jaguari,RS,2,Milho,Grupo III,60.0,53.61
Jaguari,RS,3,Milho,Grupo III,76.8,48.41
Palmeira Das Missões,RS,1,Milho,Grupo I,43.2,
Palmeira Das Missões,RS,2,Milho,Grupo I,60.0,33.62
Palmeira Das Missões,RS,3,Milho,Grupo I,76.8,28.88
Palmeira Das Missões,RS,1,Milho,Grupo II,43.2,
Palmeira Das Missões,RS,2,Milho,Grupo II,60.0,32.88
Palmeira Das Missões,RS,3,Milho,Grupo II,76.8,28.08
Palmeira Das Missões,RS,1,Milho,Grupo III,43.2,47.21
Palmeira Das Missões,RS,2,Milho,Grupo III,60.0,39.89
Palmeira Das Missões,RS,3,Milho,Grupo III,76.8,34.47
Paraí,RS,1,Milho,Grupo I,43.2,34.01
Paraí,RS,2,Milho,Grupo I,60.0,29.65
Paraí,RS,3,Milho,Grupo I,76.8,26.63
Paraí,RS,1,Milho,Grupo II,43.2,31.43
Paraí,RS,2,Milho,Grupo II,60.0,26.7
Paraí,RS,3,Milho,Grupo II,76.8,23.5
Paraí,RS,1,Milho,Grupo III,43.2,36.56
Paraí,RS,2,Milho,Grupo III,60.0,30.89
Paraí,RS,3,Milho,Grupo III,76.8,27.04
Santo Ângelo,RS,1,Milho,Grupo I,43.2,
Santo Ângelo,RS,2,Milho,Grupo I,60.0,49.02
Santo Ângelo,RS,3,Milho,Grupo I,76.8,45.58
Santo Ângelo,RS,1,Milho,Grupo II,43.2,
Santo Ângelo,RS,2,Milho,Grupo II,60.0,45.27
Santo Ângelo,RS,3,Milho,Grupo II,76.8,41.41
Santo Ângelo,RS,1,Milho,Grupo III,43.2,58.39
Santo Ângelo,RS,2,Milho,Grupo III,60.0,51.84
Santo Ângelo,RS,3,Milho,Grupo III,76.8,47.53
São Paulo Das Missões,RS,1,Milho,Grupo I,43.2,
São Paulo Das Missões,RS,2,Milho,Grupo I,60.0,45.13
São Paulo Das Missões,RS,3,Milho,Grupo I,76.8,41.53
São Paulo Das Missões,RS,1,Milho,Grupo II,43.2,
São Paulo Das Missões,RS,2,Milho,Grupo II,60.0,
São Paulo Das Missões,RS,3,Milho,Grupo II,76.8,38.48
São Paulo Das Missões,RS,1,Milho,Grupo III,43.2,
São Paulo Das Missões,RS,2,Milho,Grupo III,60.0,49.57
São Paulo Das Missões,RS,3,Milho,Grupo III,76.8,45.26
São Vicente Do Sul,RS,1,Milho,Grupo I,43.2,
São Vicente Do Sul,RS,2,Milho,Grupo I,60.0,67.94
São Vicente Do Sul,RS,3,Milho,Grupo I,76.8,65.34
São Vicente Do Sul,RS,1,Milho,Grupo II,43.2,
São Vicente Do Sul,RS,2,Milho,Grupo II,60.0,
São Vicente Do Sul,RS,3,Milho,Grupo II,76.8,63.18
São Vicente Do Sul,RS,1,Milho,Grupo III,43.2,
São Vicente Do Sul,RS,2,Milho,Grupo III,60.0,71.83
São Vicente Do Sul,RS,3,Milho,Grupo III,76.8,69.17
Bagé,RS,1,Milho,Grupo I,43.2,
Bagé,RS,2,Milho,Grupo I,60.0,67.86
Bagé,RS,3,Milho,Grupo I,76.8,63.55
Bagé,RS,1,Milho,Grupo II,43.2,
Bagé,RS,2,Milho,Grupo II,60.0,
Bagé,RS,3,Milho,Grupo II,76.8,67.69
Bagé,RS,1,Milho,Grupo III,43.2,83.07
Bagé,RS,2,Milho,Grupo III,60.0,80.42
Bagé,RS,3,Milho,Grupo III,76.8,77.42
Barra Do Ribeiro,RS,1,Milho,Grupo I,43.2,
Barra Do Ribeiro,RS,2,Milho,Grupo I,60.0,
Barra Do Ribeiro,RS,3,Milho,Grupo I,76.8,48.25
Barra Do Ribeiro,RS,1,Milho,Grupo II,43.2,
Barra Do Ribeiro,RS,2,Milho,Grupo II,60.0,
Barra Do Ribeiro,RS,3,Milho,Grupo II,76.8,47.69
Barra Do Ribeiro,RS,1,Milho,Grupo III,43.2,
Barra Do Ribeiro,RS,2,Milho,Grupo III,60.0,
Barra Do Ribeiro,RS,3,Milho,Grupo III,76.8,54.89
Cachoeirinha,RS,1,Milho,Grupo I,43.2,
Cachoeirinha,RS,2,Milho,Grupo I,60.0,
Cachoeirinha,RS,3,Milho,Grupo I,76.8,41.01
Cachoeirinha,RS,1,Milho,Grupo II,43.2,
Cachoeirinha,RS,2,Milho,Grupo II,60.0,
Cachoeirinha,RS,3,Milho,Grupo II,76.8,39.77
Cachoeirinha,RS,1,Milho,Grupo III,43.2,
Cachoeirinha,RS,2,Milho,Grupo III,60.0,
Cachoeirinha,RS,3,Milho,Grupo III,76.8,47.41
Caçapava Do Sul,RS,1,Milho,Grupo I,43.2,
Caçapava Do Sul,RS,2,Milho,Grupo I,60.0,42.87
Caçapava Do Sul,RS,3,Milho,Grupo I,76.8,39.59
Caçapava Do Sul,RS,1,Milho,Grupo II,43.2,
Caçapava Do Sul,RS,2,Milho,Grupo II,60.0,
Caçapava Do Sul,RS,3,Milho,Grupo II,76.8,37.04
Caçapava Do Sul,RS,1,Milho,Grupo III,43.2,52.8
Caçapava Do Sul,RS,2,Milho,Grupo III,60.0,46.19
Caçapava Do Sul,RS,3,Milho,Grupo III,76.8,42.19
Caiçara,RS,1,Milho,Grupo I,43.2,
Caiçara,RS,2,Milho,Grupo I,60.0,
Caiçara,RS,3,Milho,Grupo I,76.8,11.84
Caiçara,RS,1,Milho,Grupo II,43.2,
Caiçara,RS,2,Milho,Grupo II,60.0,15.67
Caiçara,RS,3,Milho,Grupo II,76.8,12.12
Caiçara,RS,1,Milho,Grupo III,43.2,
Caiçara,RS,2,Milho,Grupo III,60.0,20.4
Caiçara,RS,3,Milho,Grupo III,76.8,16.1
Campina Das Missões,RS,1,Milho,Grupo I,43.2,
Campina Das Missões,RS,2,Milho,Grupo I,60.0,45.13
Campina Das Missões,RS,3,Milho,Grupo I,76.8,41.53
Campina Das Missões,RS,1,Milho,Grupo II,43.2,
Campina Das Missões,RS,2,Milho,Grupo II,60.0,
Campina Das Missões,RS,3,Milho,Grupo II,76.8,38.48
Campina Das Missões,RS,1,Milho,Grupo III,43.2,
Campina Das Missões,RS,2,Milho,Grupo III,60.0,49.57
Campina Das Missões,RS,3,Milho,Grupo III,76.8,45.26
Catuípe,RS,1,Milho,Grupo I,43.2,
Catuípe,RS,2,Milho,Grupo I,60.0,49.02
Catuípe,RS,3,Milho,Grupo I,76.8,45.58
Catuípe,RS,1,Milho,Grupo II,43.2,
Catuípe,RS,2,Milho,Grupo II,60.0,45.27
Catuípe,RS,3,Milho,Grupo II,76.8,41.41
Catuípe,RS,1,Milho,Grupo III,43.2,58.39
Catuípe,RS,2,Milho,Grupo III,60.0,51.84
Catuípe,RS,3,Milho,Grupo III,76.8,47.53
Carlos Barbosa,RS,1,Milho,Grupo I,43.2,
Carlos Barbosa,RS,2,Milho,Grupo I,60.0,38.76
Carlos Barbosa,RS,3,Milho,Grupo I,76.8,34.33
Carlos Barbosa,RS,1,Milho,Grupo II,43.2,
Carlos Barbosa,RS,2,Milho,Grupo II,60.0,37.47
Carlos Barbosa,RS,3,Milho,Grupo II,76.8,32.45
Carlos Barbosa,RS,1,Milho,Grupo III,43.2,50.63
Carlos Barbosa,RS,2,Milho,Grupo III,60.0,43.22
Carlos Barbosa,RS,3,Milho,Grupo III,76.8,37.7
Farroupilha,RS,1,Milho,Grupo I,43.2,
Farroupilha,RS,2,Milho,Grupo I,60.0,38.84
Farroupilha,RS,3,Milho,Grupo I,76.8,36.07
Farroupilha,RS,1,Milho,Grupo II,43.2,
Farroupilha,RS,2,Milho,Grupo II,60.0,35.6
Farroupilha,RS,3,Milho,Grupo II,76.8,32.62
Farroupilha,RS,1,Milho,Grupo III,43.2,45.5
Farroupilha,RS,2,Milho,Grupo III,60.0,41.3
Farroupilha,RS,3,Milho,Grupo III,76.8,37.74
Ibiraiaras,RS,1,Milho,Grupo I,43.2,37.65
Ibiraiaras,RS,2,Milho,Grupo I,60.0,31.28
Ibiraiaras,RS,3,Milho,Grupo I,76.8,27.29
Ibiraiaras,RS,1,Milho,Grupo II,43.2,34.98
Ibiraiaras,RS,2,Milho,Grupo II,60.0,28.66
Ibiraiaras,RS,3,Milho,Grupo II,76.8,24.7
Ibiraiaras,RS,1,Milho,Grupo III,43.2,39.31
Ibiraiaras,RS,2,Milho,Grupo III,60.0,32.55
Ibiraiaras,RS,3,Milho,Grupo III,76.8,28.11
Selbach,RS,1,Milho,Grupo I,43.2,
Selbach,RS,2,Milho,Grupo I,60.0,51.08
Selbach,RS,3,Milho,Grupo I,76.8,47.56
Selbach,RS,1,Milho,Grupo II,43.2,
Selbach,RS,2,Milho,Grupo II,60.0,45.86
Selbach,RS,3,Milho,Grupo II,76.8,42.07
Selbach,RS,1,Milho,Grupo III,43.2,54.88
Selbach,RS,2,Milho,Grupo III,60.0,49.77
Selbach,RS,3,Milho,Grupo III,76.8,45.38
Sertão,RS,1,Milho,Grupo I,43.2,41.78
Sertão,RS,2,Milho,Grupo I,60.0,36.24
Sertão,RS,3,Milho,Grupo I,76.8,32.17
Sertão,RS,1,Milho,Grupo II,43.2,39.38
Sertão,RS,2,Milho,Grupo II,60.0,33.78
Sertão,RS,3,Milho,Grupo II,76.8,29.7
Sertão,RS,1,Milho,Grupo III,43.2,45.67
Sertão,RS,2,Milho,Grupo III,60.0,39.51
Sertão,RS,3,Milho,Grupo III,76.8,34.96
Cerro Largo,RS,1,Milho,Grupo I,43.2,
Cerro Largo,RS,2,Milho,Grupo I,60.0,45.13
Cerro Largo,RS,3,Milho,Grupo I,76.8,41.53
Cerro Largo,RS,1,Milho,Grupo II,43.2,
Cerro Largo,RS,2,Milho,Grupo II,60.0,
Cerro Largo,RS,3,Milho,Grupo II,76.8,38.48
Cerro Largo,RS,1,Milho,Grupo III,43.2,
Cerro Largo,RS,2,Milho,Grupo III,60.0,49.57
Cerro Largo,RS,3,Milho,Grupo III,76.8,45.26
General Câmara,RS,1,Milho,Grupo I,43.2,
General Câmara,RS,2,Milho,Grupo I,60.0,
General Câmara,RS,3,Milho,Grupo I,76.8,56.35
General Câmara,RS,1,Milho,Grupo II,43.2,
General Câmara,RS,2,Milho,Grupo II,60.0,
General Câmara,RS,3,Milho,Grupo II,76.8,54.4
General Câmara,RS,1,Milho,Grupo III,43.2,
General Câmara,RS,2,Milho,Grupo III,60.0,62.99
General Câmara,RS,3,Milho,Grupo III,76.8,60.93
Agudo,RS,1,Milho,Grupo I,43.2,
Agudo,RS,2,Milho,Grupo I,60.0,66.83
Agudo,RS,3,Milho,Grupo I,76.8,63.86
Agudo,RS,1,Milho,Grupo II,43.2,
Agudo,RS,2,Milho,Grupo II,60.0,63.76
Agudo,RS,3,Milho,Grupo II,76.8,60.61
Agudo,RS,1,Milho,Grupo III,43.2,71.43
Agudo,RS,2,Milho,Grupo III,60.0,68.33
Agudo,RS,3,Milho,Grupo III,76.8,64.97
Miraguaí,RS,1,Milho,Grupo I,43.2,
Miraguaí,RS,2,Milho,Grupo I,60.0,
Miraguaí,RS,3,Milho,Grupo I,76.8,11.84
Miraguaí,RS,1,Milho,Grupo II,43.2,
Miraguaí,RS,2,Milho,Grupo II,60.0,
Miraguaí,RS,3,Milho,Grupo II,76.8,12.12
Miraguaí,RS,1,Milho,Grupo III,43.2,
Miraguaí,RS,2,Milho,Grupo III,60.0,20.4
Miraguaí,RS,3,Milho,Grupo III,76.8,16.1
Ciríaco,RS,1,Milho,Grupo I,43.2,31.56
Ciríaco,RS,2,Milho,Grupo I,60.0,26.49
Ciríaco,RS,3,Milho,Grupo I,76.8,23.01
Ciríaco,RS,1,Milho,Grupo II,43.2,28.53
Ciríaco,RS,2,Milho,Grupo II,60.0,23.66
Ciríaco,RS,3,Milho,Grupo II,76.8,20.28
Ciríaco,RS,1,Milho,Grupo III,43.2,32.45
Ciríaco,RS,2,Milho,Grupo III,60.0,26.93
Ciríaco,RS,3,Milho,Grupo III,76.8,23.07
Ijuí,RS,1,Milho,Grupo I,43.2,
Ijuí,RS,2,Milho,Grupo I,60.0,49.02
Ijuí,RS,3,Milho,Grupo I,76.8,45.58
Ijuí,RS,1,Milho,Grupo II,43.2,
Ijuí,RS,2,Milho,Grupo II,60.0,45.27
Ijuí,RS,3,Milho,Grupo II,76.8,41.41
Ijuí,RS,1,Milho,Grupo III,43.2,58.39
Ijuí,RS,2,Milho,Grupo III,60.0,51.84
Ijuí,RS,3,Milho,Grupo III,76.8,47.53
Alegrete,RS,1,Milho,Grupo I,43.2,
Alegrete,RS,2,Milho,Grupo I,60.0,
Alegrete,RS,3,Milho,Grupo I,76.8,69.44
Alegrete,RS,1,Milho,Grupo II,43.2,
Alegrete,RS,2,Milho,Grupo II,60.0,
Alegrete,RS,3,Milho,Grupo II,76.8,70.74
Alegrete,RS,1,Milho,Grupo III,43.2,82.21
Alegrete,RS,2,Milho,Grupo III,60.0,80.64
Alegrete,RS,3,Milho,Grupo III,76.8,78.87
Flores Da Cunha,RS,1,Milho,Grupo I,43.2,28.04
Flores Da Cunha,RS,2,Milho,Grupo I,60.0,22.56
Flores Da Cunha,RS,3,Milho,Grupo I,76.8,19.06
Flores Da Cunha,RS,1,Milho,Grupo II,43.2,27.48
Flores Da Cunha,RS,2,Milho,Grupo II,60.0,21.98
Flores Da Cunha,RS,3,Milho,Grupo II,76.8,18.39
Flores Da Cunha,RS,1,Milho,Grupo III,43.2,33.29
Flores Da Cunha,RS,2,Milho,Grupo III,60.0,26.88
Flores Da Cunha,RS,3,Milho,Grupo III,76.8,22.59
Anta Gorda,RS,1,Milho,Grupo I,43.2,34.01
Anta Gorda,RS,2,Milho,Grupo I,60.0,29.65
Anta Gorda,RS,3,Milho,Grupo I,76.8,26.63
Anta Gorda,RS,1,Milho,Grupo II,43.2,
Anta Gorda,RS,2,Milho,Grupo II,60.0,26.7
Anta Gorda,RS,3,Milho,Grupo II,76.8,23.5
Anta Gorda,RS,1,Milho,Grupo III,43.2,36.56
Anta Gorda,RS,2,Milho,Grupo III,60.0,30.89
Anta Gorda,RS,3,Milho,Grupo III,76.8,27.04
Horizontina,RS,1,Milho,Grupo I,43.2,
Horizontina,RS,2,Milho,Grupo I,60.0,
Horizontina,RS,3,Milho,Grupo I,76.8,28.62
Horizontina,RS,1,Milho,Grupo II,43.2,
Horizontina,RS,2,Milho,Grupo II,60.0,
Horizontina,RS,3,Milho,Grupo II,76.8,29.09
Horizontina,RS,1,Milho,Grupo III,43.2,
Horizontina,RS,2,Milho,Grupo III,60.0,43.18
Horizontina,RS,3,Milho,Grupo III,76.8,38.21
Nova Araçá,RS,1,Milho,Grupo I,43.2,34.01
Nova Araçá,RS,2,Milho,Grupo I,60.0,29.65
Nova Araçá,RS,3,Milho,Grupo I,76.8,26.63
Nova Araçá,RS,1,Milho,Grupo II,43.2,31.43
Nova Araçá,RS,2,Milho,Grupo II,60.0,26.7
Nova Araçá,RS,3,Milho,Grupo II,76.8,23.5
Nova Araçá,RS,1,Milho,Grupo III,43.2,36.56
Nova Araçá,RS,2,Milho,Grupo III,60.0,30.89
Nova Araçá,RS,3,Milho,Grupo III,76.8,27.04
Novo Hamburgo,RS,1,Milho,Grupo I,43.2,
Novo Hamburgo,RS,2,Milho,Grupo I,60.0,
Novo Hamburgo,RS,3,Milho,Grupo I,76.8,45.84
Novo Hamburgo,RS,1,Milho,Grupo II,43.2,
Novo Hamburgo,RS,2,Milho,Grupo II,60.0,47.57
Novo Hamburgo,RS,3,Milho,Grupo II,76.8,43.71
Novo Hamburgo,RS,1,Milho,Grupo III,43.2,
Novo Hamburgo,RS,2,Milho,Grupo III,60.0,54.86
Novo Hamburgo,RS,3,Milho,Grupo III,76.8,50.56
Nova Palma,RS,1,Milho,Grupo I,43.2,
Nova Palma,RS,2,Milho,Grupo I,60.0,54.63
Nova Palma,RS,3,Milho,Grupo I,76.8,49.37
Nova Palma,RS,1,Milho,Grupo II,43.2,
Nova Palma,RS,2,Milho,Grupo II,60.0,50.59
Nova Palma,RS,3,Milho,Grupo II,76.8,45.21
Nova Palma,RS,1,Milho,Grupo III,43.2,61.7
Nova Palma,RS,2,Milho,Grupo III,60.0,54.82
Nova Palma,RS,3,Milho,Grupo III,76.8,49.11
Porto Xavier,RS,1,Milho,Grupo I,43.2,
Porto Xavier,RS,2,Milho,Grupo I,60.0,45.13
Porto Xavier,RS,3,Milho,Grupo I,76.8,41.53
Porto Xavier,RS,1,Milho,Grupo II,43.2,
Porto Xavier,RS,2,Milho,Grupo II,60.0,
Porto Xavier,RS,3,Milho,Grupo II,76.8,38.48
Porto Xavier,RS,1,Milho,Grupo III,43.2,
Porto Xavier,RS,2,Milho,Grupo III,60.0,49.57
Porto Xavier,RS,3,Milho,Grupo III,76.8,45.26
Bossoroca,RS,1,Milho,Grupo I,43.2,
Bossoroca,RS,2,Milho,Grupo I,60.0,46.71
Bossoroca,RS,3,Milho,Grupo I,76.8,42.04
Bossoroca,RS,1,Milho,Grupo II,43.2,
Bossoroca,RS,2,Milho,Grupo II,60.0,43.95
Bossoroca,RS,3,Milho,Grupo II,76.8,39.05
Bossoroca,RS,1,Milho,Grupo III,43.2,56.47
Bossoroca,RS,2,Milho,Grupo III,60.0,49.23
Bossoroca,RS,3,Milho,Grupo III,76.8,43.81
Boa Vista Do Buricá,RS,1,Milho,Grupo I,43.2,
Boa Vista Do Buricá,RS,2,Milho,Grupo I,60.0,
Boa Vista Do Buricá,RS,3,Milho,Grupo I,76.8,45.58
Boa Vista Do Buricá,RS,1,Milho,Grupo II,43.2,
Boa Vista Do Buricá,RS,2,Milho,Grupo II,60.0,
Boa Vista Do Buricá,RS,3,Milho,Grupo II,76.8,41.41
Boa Vista Do Buricá,RS,1,Milho,Grupo III,43.2,
Boa Vista Do Buricá,RS,2,Milho,Grupo III,60.0,51.84
Boa Vista Do Buricá,RS,3,Milho,Grupo III,76.8,47.53
Dona Francisca,RS,1,Milho,Grupo I,43.2,
Dona Francisca,RS,2,Milho,Grupo I,60.0,54.63
Dona Francisca,RS,3,Milho,Grupo I,76.8,49.37
Dona Francisca,RS,1,Milho,Grupo II,43.2,
Dona Francisca,RS,2,Milho,Grupo II,60.0,50.59
Dona Francisca,RS,3,Milho,Grupo II,76.8,45.21
Dona Francisca,RS,1,Milho,Grupo III,43.2,61.7
Dona Francisca,RS,2,Milho,Grupo III,60.0,54.82
Dona Francisca,RS,3,Milho,Grupo III,76.8,49.11
Dois Irmãos,RS,1,Milho,Grupo I,43.2,
Dois Irmãos,RS,2,Milho,Grupo I,60.0,49.42
Dois Irmãos,RS,3,Milho,Grupo I,76.8,45.84
Dois Irmãos,RS,1,Milho,Grupo II,43.2,
Dois Irmãos,RS,2,Milho,Grupo II,60.0,47.57
Dois Irmãos,RS,3,Milho,Grupo II,76.8,43.71
Dois Irmãos,RS,1,Milho,Grupo III,43.2,
Dois Irmãos,RS,2,Milho,Grupo III,60.0,54.86
Dois Irmãos,RS,3,Milho,Grupo III,76.8,50.56
Constantina,RS,1,Milho,Grupo I,43.2,
Constantina,RS,2,Milho,Grupo I,60.0,34.7
Constantina,RS,3,Milho,Grupo I,76.8,30.67
Constantina,RS,1,Milho,Grupo II,43.2,
Constantina,RS,2,Milho,Grupo II,60.0,31.84
Constantina,RS,3,Milho,Grupo II,76.8,27.72
Constantina,RS,1,Milho,Grupo III,43.2,43.87
Constantina,RS,2,Milho,Grupo III,60.0,37.43
Constantina,RS,3,Milho,Grupo III,76.8,32.76
Iraí,RS,1,Milho,Grupo I,43.2,
Iraí,RS,2,Milho,Grupo I,60.0,42.16
Iraí,RS,3,Milho,Grupo I,76.8,38.46
Iraí,RS,1,Milho,Grupo II,43.2,
Iraí,RS,2,Milho,Grupo II,60.0,39.51
Iraí,RS,3,Milho,Grupo II,76.8,35.6
Iraí,RS,1,Milho,Grupo III,43.2,
Iraí,RS,2,Milho,Grupo III,60.0,46.8
Iraí,RS,3,Milho,Grupo III,76.8,42.35
Três Coroas,RS,1,Milho,Grupo I,43.2,
Três Coroas,RS,2,Milho,Grupo I,60.0,18.43
Três Coroas,RS,3,Milho,Grupo I,76.8,15.38
Três Coroas,RS,1,Milho,Grupo II,43.2,
Três Coroas,RS,2,Milho,Grupo II,60.0,17.73
Três Coroas,RS,3,Milho,Grupo II,76.8,14.63
Três Coroas,RS,1,Milho,Grupo III,43.2,27.13
Três Coroas,RS,2,Milho,Grupo III,60.0,21.41
Três Coroas,RS,3,Milho,Grupo III,76.8,17.72
Uruguaiana,RS,1,Milho,Grupo I,43.2,
Uruguaiana,RS,2,Milho,Grupo I,60.0,
